"","CT0","CT4","CT8","CT12","CT16","CT20"
"Smarca4",0.97327870391274,0.154962746952299,-0.510733668344398,0.329282895367631,0.793733840053936,-1.74052451794221
"Gtf3c1",0.64788453404787,0.325907377740542,-1.34173114101031,0.753130817061616,0.81547048605381,-1.20066207389352
"Prpf4",0.0430115076480692,1.31182471554521,0.826577043748136,0.0228896298050985,-1.38853995302038,-0.815762943726123
"Bop1",0.250156287160567,-2.00301579968406,0.391875178364184,0.135351072322878,0.647276925122155,0.578356336714275
"Prp4k",-1.04938687544062,-0.131928601926232,-1.26618704167178,0.577722249163281,0.621561011519958,1.24821925835538
"Cpsf2",0.152887876982255,0.0984583870225049,-1.75667132736366,1.15212863382451,-0.319013953626046,0.672210383160442
"Ubtf",-0.186731998589114,0.951209853213981,1.19258025911128,-0.346047873786113,-0.0242698244763562,-1.58674041547369
"Utp18",1.17632365093819,-1.5952784124225,-0.714996128413889,0.344976211892797,0.649321484494025,0.139653193511373
"Zc3h14",-0.442548390715229,0.24595982053866,-1.66560370165524,0.656413133709463,-0.0341304975444601,1.23990963566681
"Dnttip2",0.738784578640953,-1.80519902958099,0.0322160855878115,-0.336278444883929,0.418565011619147,0.951911798617001
"Nup54",0.877999045788563,-0.0126268157399026,1.49833370228667,-0.636002548447792,-0.65531437786034,-1.0723890060272
"Zhx3",1.55248505469201,-0.516466247203309,-0.850538886998686,-0.517787191034308,0.96500241192929,-0.632695141384996
"Thoc1",-0.032897395105963,0.377878884005655,-1.91336466256722,0.0298042982969292,0.696281888789252,0.84229698658134
"Hnrnpl",0.722883258115111,0.900178756985811,-1.88510910931876,0.137541111506012,0.270595521041969,-0.14608953833014
"Rreb1",1.29577425422172,0.429839017735123,-1.01044746158783,-0.699074658944148,0.89372174098972,-0.909812892414589
"Ncl",0.596333232079559,-1.31398891000642,-1.0632539081152,-0.025784584293325,0.625341518473119,1.18135265186226
"Cyp2a12",1.17846672991796,-0.532429179633444,1.35694667121396,-0.513410967064698,-0.506641707716029,-0.982931546717749
"Zc3h11a",1.09104979699032,-0.115113533292882,-1.87006290142085,0.435604084096926,0.182615936769232,0.275906616857245
"Acsl1",-0.0531154732604162,0.689018601114913,1.51152281687288,-0.721349605470495,-1.30487377682189,-0.121202562434991
"Znf318",0.150334341078725,-1.74447203159862,-0.344736327200097,0.904171147787743,0.9982585479081,0.0364443220241501
"Ddx3x",0.00204053245401007,-1.13683802266472,-1.11908460908455,1.10696024132722,1.10832957367144,0.0385922842966043
"Paxbp1",-0.69143707156342,-0.20522256081196,1.75447819422305,-0.0260665371237155,-1.14217469848346,0.31042267375953
"Rrp1b",-0.869036157024556,-0.634865281455282,1.63699773248105,-0.458933037629579,-0.507251879413628,0.83308862304201
"Adnp",0.996571675122388,1.06772782027171,0.0538892649138031,-0.0877919233398112,-1.64564868047936,-0.384748156488733
"Tasor2",-0.473531540620295,0.0497703662716534,1.31990920315253,1.05684370223413,-1.03617636655919,-0.916815364478833
"Znf592",1.63672039624681,0.00870750722782376,-1.34867892076884,0.0331869071708051,0.307581246141031,-0.637517136017631
